0,1,2,3,4,5
2.8625433,2.3933756,2.3052106,2.13946,2.3567054,2.2096894
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.2318506
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.2318506
2.6211505,2.5473773,2.7493212,2.360583,3.0372422,2.5425212
3.20971,2.79261,3.0309606,2.9683852,3.0295393,2.8810117
2.7249494,2.6560624,3.2167006,2.9569805,3.4841712,3.6682343
2.6211505,2.5473773,2.7493212,2.360583,2.469856,2.233463
2.7249494,2.4618256,2.7591841,2.3997443,2.524787,2.3123848
2.7231207,3.5237517,2.7984116,3.6286542,3.4953349,3.9037063
2.7231207,2.502035,2.5354388,2.307003,2.2944748,2.1956491
2.7231207,2.502035,2.4893744,2.3379514,2.320566,2.2682815
3.667292,3.8894498,4.0442758,4.308064,4.5360656,4.428576
2.6211505,2.5473773,2.590398,2.4898777,2.3387141,2.3397787
2.6211505,4.018014,6.2676187,5.7752657,5.622144,5.434965
3.20971,2.79261,2.5503824,2.8177783,2.90294,2.9370263
2.7231207,2.6611586,2.891741,2.4760716,2.3190327,2.196531
2.7231207,2.9067957,3.6143382,3.3840387,3.527345,3.2392714
2.7231207,2.502035,2.4893744,2.3379514,2.3738182,2.6439526
2.7231207,2.502035,2.5354388,2.307003,2.2944748,2.1956491
3.0351846,5.4509563,4.216056,3.9385955,3.8888292,3.6771903
3.5276864,2.6931121,2.5470355,2.7429373,3.0475152,3.2757642
2.7231207,2.502035,2.4893744,2.3828402,2.4765272,2.2594948
2.7249494,2.4618256,2.3861883,2.3510048,2.4779186,2.2652633
2.6211505,2.5473773,2.5070007,2.9339387,2.3824613,2.8651247
2.8625433,5.8622766,5.4158087,5.3211684,5.661917,5.773895
3.0351846,3.0327895,3.1703153,3.2311306,3.3247502,3.1075878
4.017149,3.2751641,3.5238872,3.6085565,3.5264852,3.4325416
2.6211505,2.5473773,2.5070007,2.369391,2.4331996,2.2997859
2.6211505,2.5473773,2.5070007,2.369391,2.4331996,2.6689417
3.0351846,2.4033425,2.2811732,2.3420012,2.2383213,2.130265
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.2318506
2.8625433,2.9796312,2.6235974,2.4210808,2.3309896,2.2465646
3.3750231,2.5829718,2.4296021,2.1966705,2.187378,2.157201
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.4162352
2.7231207,2.502035,2.4893744,3.1259997,4.071825,3.4262397
3.20971,2.479115,2.3311183,2.1000285,2.0836842,2.3082967
2.7249494,2.4618256,2.3861883,2.2402604,2.2499087,2.1776934
3.0351846,2.7158005,2.736869,2.7463715,3.042459,2.81952
2.7231207,2.502035,2.7455416,2.3429258,2.484721,2.2520366
3.3750231,2.5829718,2.4296021,2.1966705,2.187378,2.157201
2.6211505,2.9125936,2.7384424,2.4028168,2.4799445,2.482319
2.7231207,2.502035,2.4893744,2.3379514,2.3738182,2.6439526
2.8625433,2.3933756,2.3052106,2.13946,2.1520538,2.286004
3.20971,2.479115,2.5882397,2.353908,2.299844,2.1902673
2.8625433,3.2940824,3.524889,3.0491068,3.072014,3.1034405
2.7231207,2.502035,2.7455416,2.5815842,2.6397395,2.607072
2.7249494,2.4618256,4.0107985,3.6962059,3.8316379,3.4716594
2.8625433,2.6646397,2.4459014,2.5044854,2.350025,2.7267578
2.7231207,2.502035,2.5354388,2.307003,2.4041898,2.2344472
2.7231207,2.502035,2.4893744,2.3379514,2.3738182,2.4066193
2.7249494,2.6560624,2.4653316,2.257873,2.207623,2.1546764
2.6211505,2.7286742,2.508445,3.260359,3.9505837,3.3287046
2.7231207,2.6611586,2.484238,2.4208891,2.302271,2.1834667
2.6211505,2.7286742,2.9032135,2.4467924,2.2858658,2.3526292
2.6211505,2.9125936,3.3858452,3.3005621,3.3236883,2.9993513
3.0351846,2.4033425,3.910023,3.4867585,3.34104,3.3001764
2.6211505,2.7286742,2.508445,2.382392,2.3397322,2.276894
2.7249494,2.940966,2.5885956,2.3544223,2.2491798,2.181717
2.7231207,2.6611586,2.484238,2.3022177,2.378617,2.222063
2.7249494,3.2552192,3.9542418,4.006223,3.6343489,3.5299332
2.7231207,2.6611586,3.4796236,2.8046188,3.616093,3.2007573
2.6211505,2.5473773,2.5070007,2.4621375,4.0830593,4.0878057
2.7249494,3.8378112,4.104797,4.2874284,4.205406,4.122262
2.7249494,2.4618256,2.7591841,2.3997443,2.2953432,2.1725173
2.7249494,2.4618256,2.3861883,2.2402604,2.3660834,2.4120324
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.50055
2.7249494,2.940966,2.5885956,2.5892043,2.6462078,2.4638412
3.9108248,2.9965246,2.8885295,3.000476,3.0702364,3.1904647
2.8625433,3.8582647,4.4047933,3.8446724,3.6618822,3.7613451
2.8625433,3.2940824,3.2992887,3.6019495,3.2344668,3.2406945
2.7249494,2.4618256,2.7591841,2.3997443,2.524787,2.3123848
3.3750231,2.5829718,4.5017657,4.3120236,4.2237363,3.825301
2.7249494,2.4618256,2.3861883,2.3510048,2.740915,2.41743
2.6211505,2.7286742,2.508445,2.382392,2.3707855,2.4052
2.7231207,2.502035,2.4893744,2.3379514,2.3738182,2.4066193
2.8625433,3.5889783,2.980393,2.7234886,2.6467597,2.5793488
2.6211505,2.7286742,2.508445,2.4680526,2.3293922,2.2346709
3.0351846,2.7158005,2.4770205,2.2920785,2.2343569,2.1334715
2.6211505,2.9125936,2.516733,3.0639677,3.8612602,4.1677127
2.8625433,4.5170975,5.148415,5.442586,5.676174,5.4018226
3.5276864,3.8802948,3.7903185,3.5624,3.4941428,3.397115
2.7231207,2.502035,2.4893744,2.3379514,2.320566,2.2682815
2.7231207,2.502035,2.4893744,2.3828402,2.7425137,3.150912
3.0351846,2.4033425,2.2811732,2.0719497,2.0643744,1.9940751
3.20971,2.79261,3.0309606,3.1532824,3.983946,3.5771372
2.6211505,2.5473773,2.590398,2.3537529,2.33435,2.4542634
4.3647776,3.662217,3.9597688,3.8621135,3.9887147,3.8853333
3.3750231,4.078612,3.5807416,3.7492816,3.765033,3.6431992
2.7249494,2.940966,3.6223137,3.3993232,3.6657212,3.3375459
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.2318506
3.0351846,2.7158005,2.4770205,2.2920785,2.2343569,2.3917544
2.7249494,2.4618256,2.3861883,2.2402604,3.1412117,3.1693618
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.2318506
3.20971,3.3744216,3.546946,3.464693,3.3656573,3.454774
3.20971,2.479115,2.3311183,2.1000285,2.0836842,2.0279837
2.7249494,2.6560624,2.6747386,2.6223242,2.660397,2.4615033
2.7249494,2.4618256,2.5139518,2.488785,2.5592518,2.334381
2.7249494,2.4618256,2.3861883,2.5759676,3.3970006,3.8840244
2.8625433,2.6646397,2.9636555,2.868127,2.8851202,2.7162411
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.4162352
2.6211505,2.5473773,2.5070007,2.369391,2.4331996,2.4017818
2.7249494,2.4618256,2.7591841,2.3997443,2.2953432,2.3908708
2.7249494,2.6560624,2.940667,3.8470645,3.9934413,3.6001067
2.6211505,2.5473773,2.5070007,2.369391,2.4331996,2.4017818
2.8625433,2.3933756,3.0473378,3.1233544,3.5644257,3.4431183
4.017149,4.910889,4.9190636,4.825461,4.715205,4.6654296
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.2318506
3.3750231,3.653948,4.590049,4.4324393,4.4063926,4.550739
2.6211505,2.5473773,2.5070007,2.4621375,2.4827158,2.2881398
2.7249494,2.4618256,2.5139518,2.488785,2.3200114,2.1890385
2.6211505,2.5473773,2.590398,2.3537529,2.33435,2.2792673
2.7231207,2.9067957,3.054528,2.8613703,3.0528858,3.3348382
2.6211505,2.7286742,2.624048,3.1568146,2.94204,2.6011837
2.7231207,2.502035,2.5354388,2.307003,2.2944748,2.1956491
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.2318506
3.0351846,3.3342836,4.779967,4.793288,4.569176,4.294659
2.6211505,3.2316463,2.8322785,3.0405586,2.7034087,2.9446335
4.9936976,3.9918027,3.8924007,3.8739874,3.871495,3.8140047
3.667292,4.7977004,4.639691,4.4871993,4.7140546,4.6377864
3.0351846,2.4033425,2.5329473,2.304499,2.2349107,2.3889656
3.20971,3.6337168,3.30784,3.0384567,3.4045458,3.1770656
3.3750231,2.8784332,3.0835798,2.830653,2.9671028,2.840054
5.3945165,6.0237412,5.911529,5.952615,6.09405,6.0713096
2.7249494,2.4618256,2.3861883,2.2402604,2.2499087,2.4706066
2.6211505,2.5473773,2.5070007,2.369391,2.6070056,3.2080605
2.8625433,2.6646397,3.6964467,4.680946,4.718986,5.2145977
2.6211505,2.7286742,2.624048,2.383176,3.1950738,2.6489236
2.7231207,2.6611586,2.6301258,2.3594348,2.251884,2.164032
3.20971,2.479115,2.8377779,2.8083398,2.6815236,2.5823057
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.2318506
3.0351846,3.3342836,3.5352077,3.2773492,3.3709154,3.4260032
3.3750231,2.5829718,2.4296021,2.1966705,2.187378,2.157201
2.6211505,2.5473773,2.5070007,2.4621375,2.4827158,2.2881398
2.6211505,2.9125936,2.516733,2.3246834,2.250676,2.2106757
2.7249494,2.4618256,2.5139518,2.2881184,2.2321053,2.3135846
2.6211505,2.7286742,2.624048,2.383176,4.221043,5.5532594
2.7249494,2.4618256,2.3861883,2.5759676,2.8821037,2.5574582
3.3750231,3.653948,3.3494325,3.5085576,3.2880108,3.2104566
2.8625433,2.9796312,4.021637,4.2743964,3.9641154,4.3091536
2.6211505,2.7286742,2.508445,2.9933603,2.4954665,2.3178356
2.6211505,2.7286742,2.508445,2.382392,2.8620794,2.359019
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.2318506
3.3750231,2.8784332,2.645058,2.6596029,2.6009939,2.512392
2.6211505,2.5473773,2.5070007,2.643787,2.3493714,2.2583013
2.7249494,2.4618256,2.5139518,2.7378695,2.4650252,2.3014522
2.7231207,2.502035,2.5354388,2.4570322,2.329613,2.1824474
3.5276864,3.8802948,4.047789,3.9834194,3.7495291,3.7085302
2.8625433,2.3933756,2.514124,2.288767,2.2137964,2.127499
2.7249494,2.6560624,2.4653316,2.4537349,2.2955089,2.4171035
2.6211505,2.5473773,2.5070007,2.369391,2.6070056,2.5481997
2.7231207,2.9067957,2.7737424,2.4482405,2.2968621,2.1974013
3.0351846,2.4033425,2.2811732,2.0719497,2.0643744,1.9940751
2.7231207,3.2169392,2.6522639,2.643954,2.439073,2.557324
2.6211505,2.7286742,2.508445,2.382392,2.3397322,2.253527
2.7249494,2.940966,3.1106763,3.1420798,2.855693,2.7426803
2.7231207,3.2169392,2.6522639,2.643954,2.439073,2.3254662
2.7231207,2.502035,2.4893744,2.3379514,2.320566,2.2682815
2.6211505,2.5473773,2.5070007,2.369391,2.4331996,2.9869945
2.7231207,2.6611586,2.6301258,2.5681152,2.8459535,2.771963
3.20971,2.79261,3.0309606,3.1532824,3.140397,3.2657402
2.7249494,2.4618256,2.3861883,2.2402604,2.3660834,2.4120324
2.7231207,2.6611586,2.6301258,2.3594348,2.251884,2.164032
2.7231207,2.502035,2.7455416,2.3429258,2.732797,2.6522477
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.4162352
3.0351846,2.7158005,2.4770205,2.2920785,2.2343569,2.1334715
2.6211505,2.7286742,2.508445,2.382392,2.3397322,2.253527
2.7231207,2.9067957,3.054528,2.609409,2.6696177,2.9206545
2.6211505,2.7286742,2.624048,2.383176,2.4069173,2.2321875
2.7231207,2.502035,2.4893744,2.3379514,2.320566,2.2682815
2.6211505,2.5473773,2.590398,2.3537529,2.33435,2.270741
2.6211505,2.7286742,2.508445,2.382392,2.3707855,2.2644784
2.8625433,2.9796312,2.6235974,3.109039,2.828572,3.2186525
3.0351846,3.0327895,2.93297,2.8975437,2.7667754,3.0382755
2.7231207,2.502035,2.4893744,2.3828402,2.3163726,2.2171786
2.7231207,3.2169392,2.9233687,2.5631769,2.41725,2.3124452
5.2204013,4.885715,4.9612923,5.0200334,4.881725,4.8352194
3.5276864,3.8802948,3.9220865,3.536687,3.3892684,3.4472034
2.7231207,2.502035,2.4893744,2.3828402,2.4765272,2.2594948
2.6211505,2.5473773,2.7493212,2.9253428,2.5334628,2.5673983
2.6211505,2.7286742,2.624048,2.862676,2.7491663,2.4268992
2.7231207,2.502035,2.4893744,2.3379514,2.320566,2.2682815
2.7249494,3.2552192,2.7426212,2.7219007,2.5477347,2.451619
2.8625433,2.6646397,3.4686227,3.3592122,3.645106,3.3026779
2.6211505,2.5473773,2.5070007,2.643787,2.3493714,2.2583013
2.8625433,2.3933756,2.3052106,2.8632894,3.0629027,3.5254135
2.8625433,2.3933756,2.514124,2.288767,2.2137964,2.610301
3.0351846,2.4033425,2.5329473,2.304499,2.2349107,2.1256912
2.8625433,4.101461,4.3077264,3.8226254,3.5628703,3.4374692
2.6211505,2.7286742,2.508445,2.7082946,2.3676198,2.4385507
2.7231207,2.502035,2.5354388,2.4570322,2.329613,2.3546772
2.6211505,2.7286742,2.508445,2.4680526,2.3293922,2.2346709
3.0351846,3.6131666,4.161877,4.355865,4.5893526,4.6085253
2.6211505,2.5473773,2.590398,2.4898777,2.3387141,2.232859
2.7231207,2.9067957,3.054528,2.8613703,3.0528858,3.168373
2.7249494,3.2552192,2.7426212,2.4846623,2.848602,2.6191056
2.7249494,2.4618256,2.3861883,2.2402604,2.2499087,2.266847
2.7249494,3.559191,2.9037097,2.8470824,2.8986633,2.7477872
2.7231207,2.6611586,2.484238,2.4208891,2.5074122,2.5052264
3.3750231,3.8747866,3.4723873,3.3397205,3.3311868,3.224583
2.7249494,2.6560624,3.2167006,2.72248,2.7772,2.6077893
2.6211505,2.5473773,2.590398,2.4898777,2.5380094,2.769696
2.7231207,2.9067957,2.5451586,2.7750065,2.7368624,2.739134
3.667292,3.2805595,3.3440473,3.7216713,3.6535122,3.4573245
2.7249494,3.2552192,3.5103812,3.8520286,3.5048726,3.5154583
2.6211505,3.2316463,2.5210698,3.1460574,2.7437232,2.52659
2.7249494,3.2552192,3.005546,3.3005824,3.3246877,3.2179773
2.8625433,2.3933756,2.3052106,2.13946,2.1520538,2.1000834
2.8625433,2.6646397,2.9636555,2.868127,3.0852482,3.0243323
2.6211505,2.5473773,3.0616882,2.3794932,2.5565586,2.2856
2.6211505,2.5473773,2.590398,2.4898777,2.5380094,2.2708895
2.7231207,2.6611586,2.484238,2.3022177,2.2702386,2.1928685
2.8625433,2.3933756,2.514124,2.5353673,2.6195514,2.4277227
3.3750231,4.440786,4.1379004,3.9355652,4.0671477,3.807556
2.7231207,2.6611586,2.891741,2.4760716,3.0395734,3.123121
2.7231207,2.502035,2.4893744,2.3828402,2.4765272,2.2594948
3.5276864,4.707899,4.708329,4.4924293,4.4126935,4.2646165
2.8625433,2.3933756,2.514124,2.288767,2.2137964,2.127499
2.6211505,2.9125936,2.7384424,2.4028168,2.4799445,2.2382228
2.7231207,2.502035,2.4893744,2.3379514,2.320566,2.2682815
2.7231207,2.6611586,2.484238,2.3022177,2.2702386,2.277535
2.8625433,2.3933756,2.3052106,2.13946,2.1520538,2.1000834
2.7249494,4.0876927,4.3212614,4.047967,4.1280875,4.0779257
3.20971,2.479115,2.5882397,2.353908,2.299844,2.1902673
2.8625433,2.3933756,2.3052106,2.13946,2.1520538,2.1000834
3.5276864,3.455776,3.2614174,3.324692,4.0779705,3.9708874
2.6211505,2.7286742,2.624048,3.1568146,3.2061846,3.9477782
2.8625433,3.8582647,3.133275,2.8541353,2.9637425,2.8419917
2.7249494,2.6560624,2.6747386,2.8688605,3.263868,2.9148457
2.7249494,4.0876927,5.8409705,6.347996,6.4919505,6.4014487
2.6211505,2.5473773,2.590398,2.3537529,2.33435,2.9913013
2.7231207,2.9067957,2.7737424,2.4482405,2.2968621,2.4182243
4.017149,3.0848758,3.5474231,3.6126537,3.7247512,3.7293108
2.7249494,2.4618256,2.7591841,2.3997443,2.2953432,2.1725173
2.6211505,2.5473773,2.5070007,2.4621375,2.35755,2.2849953
2.7231207,2.502035,2.5354388,2.7108552,2.9585423,3.6698384
2.6211505,2.5473773,2.5070007,2.369391,2.4331996,2.2997859
4.3647776,3.9154823,4.3760777,4.3034663,4.295574,4.2614646
2.7249494,3.2552192,3.5103812,3.3570306,3.3741379,3.289354
2.7249494,2.6560624,2.6747386,2.385375,2.2663655,2.3968058
2.7249494,4.0876927,5.469465,4.6794834,4.481873,4.422924
2.6211505,2.7286742,2.624048,2.383176,2.4069173,2.6921275
2.7249494,2.4618256,2.5139518,2.2881184,2.2321053,2.545869
2.7249494,2.940966,2.8416646,2.5203314,2.6234705,4.538239
2.7249494,2.4618256,2.5139518,2.2881184,2.2321053,2.1440752
3.0351846,2.7158005,2.736869,2.5108995,2.434672,2.5691617
2.7231207,2.6611586,3.1890118,3.144088,3.4118035,3.3831975
2.7231207,2.502035,2.5354388,2.7108552,2.427601,2.470184
2.6211505,2.5473773,2.5070007,2.369391,2.6070056,2.2884037
2.7231207,2.6611586,2.484238,2.3022177,2.2702386,2.1928685
5.602123,5.9224772,5.9600554,5.9468436,6.0229955,6.0307097
3.667292,3.0484512,3.0328586,3.1282456,3.0218003,3.406667
2.7249494,4.6833215,4.784808,4.644084,4.443231,4.406503
3.0351846,2.4033425,2.7961059,2.7742012,2.61164,2.7144346
2.6211505,2.5473773,2.5070007,2.369391,2.3186867,2.2318506
2.6211505,2.9125936,3.6952724,3.1970417,3.067579,3.0133646
2.7231207,3.2169392,2.9233687,2.5631769,2.41725,2.5450244
2.7231207,2.502035,2.5354388,2.307003,2.2944748,2.1956491
2.6211505,2.5473773,2.5070007,2.4621375,2.7728815,2.338219
2.7249494,2.6560624,2.4653316,2.4537349,2.2955089,2.197736
2.7249494,2.4618256,2.3861883,2.3510048,3.0137997,2.5998485
2.8625433,2.6646397,2.9636555,3.0874455,3.204253,2.956238
3.20971,3.3744216,3.1592686,2.9132895,2.8531244,2.7883813
2.7249494,2.4618256,2.3861883,2.2402604,2.3660834,2.2203395
2.8625433,2.3933756,2.3052106,2.13946,2.1520538,2.1000834
3.0351846,3.3342836,3.3291929,3.318548,3.2455082,3.3568792
3.0351846,5.111851,5.4843917,5.388621,5.226217,5.036884
2.8625433,3.5889783,2.980393,2.9244182,2.7933598,2.8984196
2.6211505,2.5473773,2.590398,2.3537529,2.3901026,2.4278855
2.6211505,2.7286742,2.508445,3.260359,2.6717067,2.4553177
2.7231207,2.502035,2.4893744,2.3379514,2.320566,2.2682815
2.6211505,2.7286742,2.508445,2.382392,2.3397322,3.2175047
2.7231207,4.044555,3.7925847,3.388681,3.1629722,3.1968389
2.8625433,2.6646397,2.6976693,2.9276116,2.6830056,2.5574515
2.8625433,2.6646397,2.4459014,2.5044854,2.350025,2.2481058
2.7231207,2.502035,2.4893744,2.3379514,2.320566,2.2816782
2.7231207,3.5237517,3.07496,2.6907315,2.7819488,2.6322062
2.7231207,3.5237517,2.7984116,3.0012963,3.1579883,3.2381744
2.7249494,3.2552192,4.151785,3.9427755,3.731693,4.094988
3.20971,2.479115,2.5882397,2.6017158,2.4962924,2.387696
2.8625433,3.2940824,3.2992887,3.442983,4.026654,4.3736224
2.7249494,2.4618256,2.3861883,2.2402604,2.2499087,2.1776934
2.6211505,2.5473773,2.5070007,2.369391,2.4331996,2.4017818
3.20971,2.79261,2.5503824,2.356191,2.3176181,2.2077734
2.7231207,2.502035,2.5354388,2.307003,2.2944748,2.2801762
2.6211505,2.5473773,2.5070007,2.4621375,2.35755,2.5443938
4.017149,3.2751641,3.2608912,3.0668664,3.0305645,3.1565905
2.7249494,2.4618256,2.3861883,2.2402604,2.2499087,2.1776934
2.8625433,2.3933756,2.3052106,2.6042902,2.652335,2.4532535
2.6211505,2.5473773,2.5070007,2.4621375,3.096428,3.3942533
2.7231207,2.6611586,2.6301258,3.0790625,2.6908667,2.4962723
4.017149,3.0848758,2.9875324,2.7987854,3.1087506,3.0386438
2.7231207,3.5237517,3.8292308,4.402623,4.3221364,4.373202
2.7231207,2.6611586,2.484238,2.3022177,2.2702386,2.277535
2.7231207,2.502035,2.5354388,2.307003,2.2944748,2.1956491
2.7231207,3.2169392,2.9233687,3.6880505,3.6659164,3.4301784
2.8625433,2.3933756,2.3052106,2.3493342,2.2382584,3.7175066
2.7231207,2.502035,2.4893744,2.3828402,2.4765272,2.2594948
